code,title,section,class,subclass
C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES (making leather substitutes B29, D06N; making articles from leather B68F; mechanical cleaning of hides or the like D06G; artificial leather D06N)",C,14,B
C14C,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING (bleaching of leather or furs D06L; dyeing of leather or furs D06P)",C,14,C
C21B,MANUFACTURE OF IRON OR STEEL (preliminary treatment of ferrous ores or scrap C22B1/00; electric heating H05B),C,21,B
C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS (refining metals in general C22B9/00)",C,21,C
C21D,"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING (surface treatment of metallic material involving at least one process provided for in class C23 and at least one process covered by this subclass C23F17/00; unidirectional solidification of eutectic materials or unidirectional demixing of eutectoid materials C30B)",C,21,D
C22B,PRODUCTION AND REFINING OF METALS (electrolytic C25); PRETREATMENT OF RAW MATERIALS,C,22,B
C22C,"ALLOYS (flints C06C15/00; treatment of alloys C21D, C22F)",C,22,C
C22F,"CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS (surface treatment of metallic material involving at least one process provided for in class C23 and at least one process covered by this subclass, C23F17/00)",C,22,F
C23C,"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL (making metal-coated products by extrusion B21C23/22; covering with metal by connecting pre-existing layers to articles, see the relevant places, e.g. B21D39/00, B23K; metallising of glass C03C; metallising mortars, concrete, artificial stone, ceramics or natural stone C04B41/00; enamelling of, or applying a vitreous layer to, metals C23D; treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D; single-crystal film growth C30B; by metallising textiles D06M11/83; decorating textiles by locally metallising D06Q1/04)",C,23,C
C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS (chemical composition of the enamels C03C)",C,23,D
C23F,"NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE (working metal by laser beams B23K26/00; desurfacing by applying flames B23K7/00; working of metal by electro-erosion B23H; producing decorative effects by removing surface material, e.g. by engraving, by etching, B44C1/22; electrolytic etching or polishing C25F); INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL; MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D OR C22F OR CLASS C25",C,23,F
C23G,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS (polishing compositions C09G; detergents in general C11D),C,23,G
C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS; APPARATUS THEREFOR (anodic or cathodic protection C23F13/00; single-crystal growth C30B),C,25,B
C25C,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS; APPARATUS THEREFOR",C,25,C
C25D,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS; ELECTROFORMING; APPARATUS THEREFOR,C,25,D
C25F,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS; APPARATUS THEREFOR,C,25,F
C30B,"SINGLE-CRYSTAL GROWTH (by using ultra-high pressure, e.g. for the formation of diamonds, B01J3/06); UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL; REFINING BY ZONE-MELTING OF MATERIAL (zone-refining of metals or alloys C22B); PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (casting of metals, casting of other substances by the same processes or devices B22D; working of plastics B29; modifying the physical structure of metals or alloys C21D, C22F); SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE; AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (for producing semiconductor devices or parts thereof H01L); APPARATUS THEREFOR",C,30,B
C40B,"COMBINATORIAL CHEMISTRY; LIBRARIES, e.g. CHEMICAL LIBRARIES (in silico combinatorial libraries of nucleic acids, proteins or peptides G16B35/00; in silico combinatorial chemistry G16C20/60)",C,40,B
C99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,C,99,Z
D01B,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING (crude extraction of asbestos fibres from ores B03B; apparatus for retting D01C)",D,1,B
D01C,CHEMICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING; CARBONISING RAGS TO RECOVER ANIMAL FIBRES,D,1,C
D01D,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS",D,1,D
D01F,"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS; APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS",D,1,F
D01G,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING (winding or unwinding, conducting or guiding laps, webs, slivers or rovings in general, sliver or roving cans, depositing in sliver or roving cabs B65H; preparation of fibres for paper-making D21)",D,1,G
D01H,"SPINNING OR TWISTING (twisting oakum D01G35/00; crimping or curling of fibres, filaments, or yarns D02G1/00)",D,1,H
D02G,"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS; YARNS OR THREADS",D,2,G
D02H,"WARPING, BEAMING OR LEASING",D,2,H
D02J,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE (curling or crimping D02G; by treatment with liquids, gases or vapours D06B; finishing other than by liquid treatment, of yarns in warp or sheet form D06C; for chemical matters, see D06L, D06M, D06P, D06Q; treatment during rope-making, apparatus for treating ropes auxiliary to rope-making D07B)",D,2,J
D03C,SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS,D,3,C
D03D,WOVEN FABRICS; METHODS OF WEAVING; LOOMS,D,3,D
D03J,AUXILIARY WEAVING APPARATUS; WEAVERS' TOOLS; SHUTTLES,D,3,J
D04B,KNITTING,D,4,B
D04C,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE (machines for making soles from strips of material A43D29/00; cane working B27J1/00)",D,4,C
D04D,"TRIMMINGS; RIBBONS, TAPES OR BANDS, NOT OTHERWISE PROVIDED FOR (fittings or trimmings for hats, e.g. hat bands A42C5/00; decorating art B44; yarns or threads D02G; weaving D03; braid or lace D04C; non-woven fabrics D04H)",D,4,D
D04G,"MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL; MAKING KNOTTED CARPETS OR TAPESTRIES; KNOTTING NOT OTHERWISE PROVIDED FOR (binding knotters for harvesters A01D59/04; wire netting B21F; tying articles by knotting B65B; knotting in association with winding or unwinding B65H69/00; knotting in weaving D03J; making nets, carpets, or tapestries by other techniques, see the relevant subclasses)",D,4,G
D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL (weaving D03; knitting D04B; braiding D04C; net-making D04G; sewing D05B; tufting D05C; finishing non-woven fabrics D06); FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICS; COTTON-WOOL; WADDING {; NON-WOVEN FABRICS FROM STAPLE FIBRES, FILAMENTS OR YARNS, BONDED WITH AT LEAST ONE WEB-LIKE MATERIAL DURING THEIR CONSOLIDATION}(non-woven fabrics having an intermediate or external layer of a different kind, e.g. of woven fabric, B32B)",D,4,H
D05B,SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08),D,5,B
D05C,EMBROIDERING; TUFTING (making non-woven fabrics D04H; sewing D05B),D,5,C
D05D,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES D05B AND D05C, RELATING TO SEWING, EMBROIDERING AND TUFTING",D,5,D
D06B,"TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURS (mechanical treatment of natural fibrous or filamentary material to obtain fibres or filaments D01B)",D,6,B
D06C,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS",D,6,C
D06F,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES",D,6,F
D06G,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS; TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES",D,6,G
D06H,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS (seaming by sewing D05B)",D,6,H
D06J,"PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL ({corrugating, creasing, or otherwise deforming paper, or material worked in a manner analogous to paper, without removing material B31F;} by sewing D05B)",D,6,J
D06L,"DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS; BLEACHING LEATHER OR FURS",D,6,L
D06M,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS D06, OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS",D,6,M
D06N,"WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR",D,6,N
D06P,"DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM",D,6,P
D06Q,"DECORATING TEXTILES (textile threads, filaments, yarns or tow, glued on macromolecular material D06N7/00)",D,6,Q
D07B,"ROPES OR CABLES IN GENERAL (joining ropes or cables to one another or to other objects B65H69/00, F16G11/00; {mountaineering ropes A63B29/02}; mechanical finishing or dressing of ropes D02J; {braiding D04C}; decorative ropes or cords D04D; suspension cables for bridges E01D19/16; specially adapted for driving, or for being driven by, pulleys or other gearing elements F16G9/00; electric cables or joints insofar as electrical aspects are essential H01B, H01R)",D,7,B
D10B,"INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES",D,10,B
D21B,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT,D,21,B
D21C,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR,D,21,C
D21D,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE,D,21,D
D21F,PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON,D,21,F
D21G,"CALENDERS; ACCESSORIES FOR PAPER-MAKING MACHINES (winders or rewinders for finished products, means for adjustment of wrinkles or lateral extensions B65H)",D,21,G
D21H,PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C OR D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR,D,21,H
D21J,FIBREBOARD; MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MACHE (manufacture of articles by dry processes B27N),D,21,J
D99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,D,99,Z
E01B,"PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS (derailing or rerailing blocks on track, track brakes or retarders B61K)",E,1,B
E01C,"CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE; MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR (forming roads or like surfaces by compacting or grading snow or ice E01H)",E,1,C
E01D,"CONSTRUCTION OF BRIDGES, {ELEVATED ROADWAYS} OR VIADUCTS; ASSEMBLY OF BRIDGES (bridges extending between terminal buildings and aircraft for embarking or disembarking passengers B64F1/305; {tracks for special kinds of railways E01B25/00; culverts E01F5/005})",E,1,D
E01F,"ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE",E,1,F
E01H,STREET CLEANING; CLEANING OF PERMANENT WAYS; CLEANING BEACHES; DISPERSING {OR PREVENTING} FOG IN GENERAL {CLEANING STREET OR RAILWAY FURNITURE OR TUNNEL WALLS}(cleaning in general B08B),E,1,H
E02B,HYDRAULIC ENGINEERING (ship-lifting E02C; dredging E02F),E,2,B
E02C,SHIP-LIFTING DEVICES OR MECHANISMS,E,2,C
E02D,"FOUNDATIONS; EXCAVATIONS; EMBANKMENTS (specially adapted for hydraulic engineering E02B); UNDERGROUND OR UNDERWATER STRUCTURES {(tunnels, tunnelling, mining E21)}",E,2,D
E02F,DREDGING; SOIL-SHIFTING (winning peat E21C49/00),E,2,F
E03B,"INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER (drilling wells, obtaining fluids in general from wells E21B; pipe-line systems in general F17D)",E,3,B
E03C,"DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER (not connected to either water-supply main or to waste pipe A47K; devices of the kind used in the ground E03B, E03F); SINKS",E,3,C
E03D,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES; FLUSHING VALVES THEREFOR,E,3,D
E03F,SEWERS; CESSPOOLS,E,3,F
E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of opening in walls, floors or ceilings E06B1/00; {electromagnetic shielding H05K9/0001})",E,4,B
E04C,"STRUCTURAL ELEMENTS; BUILDING MATERIALS (for bridges E01D; specially designed for insulation or other protection E04B; elements used as building aids E04G; for mining E21; for tunnels E21D; structural elements with broader range of application than for building engineering F16, particularly F16S)",E,4,C
E04D,ROOF COVERINGS; SKY-LIGHTS; GUTTERS; ROOF-WORKING TOOLS (coverings of outer walls by plaster or other porous material E04F13/00),E,4,D
E04F,"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS (windows, doors E06B)",E,4,F
E04G,"SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR AIDS, OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING, BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS",E,4,G
E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)",E,4,H
E05B,LOCKS; ACCESSORIES THEREFOR; HANDCUFFS,E,5,B
E05C,"BOLTS OR FASTENING DEVICES FOR WINGS, SPECIALLY FOR DOORS OR WINDOWS (latching means for sideboard or tailgate structures for vehicles B62D, {B62D33/02}; fastening devices for constructional or engineering elements E04, F16B; locks, fastening devices structurally or operatively combined or having significant cooperation with locks E05B; means for operating or controlling wing fasteners in conjunction with mechanisms for moving the wing E05F)",E,5,C
E05D,"HINGES OR SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS (pivotal connections in general F16C11/00)",E,5,D
E05F,"DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION; CHECKS FOR WINGS; WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING",E,5,F
E05G,"SAFES OR STRONG-ROOMS FOR VALUABLES; BANK PROTECTION DEVICES; SAFETY TRANSACTION PARTITIONS ({devices to prevent theft of bags, trunks or baskets A45C13/18;} alarm arrangements per se G08B)",E,5,G
E05Y,"INDEXING SCHEME RELATING TO HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS AND DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION, CHECKS FOR WINGS AND WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING",E,5,Y
E06B,"FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES OR LIKE ENCLOSURES IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES (shades or blinds for greenhouses A01G9/22; curtains A47H; lids for car boots or bonnets B62D25/10; skylights E04B7/18; sunshades, awnings E04F10/00)",E,6,B
E06C,"LADDERS (E04F11/00 takes precedence; step-stools A47C12/00; adaptation of ladders to use on ships B63B, to use on aircraft B64; scaffolding E04G)",E,6,C
E21B,"EARTH DRILLING, e.g. DEEP DRILLING (mining, quarrying E21C; making shafts, driving galleries or tunnels E21D); OBTAINING OIL, GAS, WATER, SOLUBLE OR MELTABLE MATERIALS OR A SLURRY OF MINERALS FROM WELLS",E,21,B
E21C,MINING OR QUARRYING,E,21,C
E21D,"SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K17/00; drilling or cutting machines for mining or quarrying E21C; safety devices, transport, rescue, ventilation or drainage E21F)",E,21,D
E21F,"SAFETY DEVICES, TRANSPORT, FILLING-UP, RESCUE, VENTILATION, OR DRAINING IN OR OF MINES OR TUNNELS",E,21,F
E99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,E,99,Z
F01B,"MACHINES OR ENGINES, IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE, e.g. STEAM ENGINES (of rotary-piston or oscillating-piston type F01C; of non-positive-displacement type F01D; internal-combustion aspects of reciprocating-piston engines F02B57/00, F02B59/00; crankshafts, crossheads, connecting-rods F16C; flywheels F16F; gearings for interconverting rotary motion and reciprocating motion in general F16H; pistons, piston rods, cylinders, for engines in general F16J)",F,1,B
F01C,"ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES (internal-combustion aspects F02B53/00, F02B55/00)",F,1,C
F01D,"NON-POSITIVE DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES (machines or engines for liquids F03; non-positive displacement pumps F04D)",F,1,D
F01K,"STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES (gas-turbine or jet-propulsion plants F02; nuclear power plants, engine arrangements therein G21D)",F,1,K
F01L,CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES,F,1,L
F01M,LUBRICATING OF MACHINES OR ENGINES IN GENERAL; LUBRICATING INTERNAL COMBUSTION ENGINES; CRANKCASE VENTILATING,F,1,M
F01N,"GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL COMBUSTION ENGINES ({evacuation of fumes from the area where they are produced B08B15/00; arrangement of exhaust or silencing apparatus on percussive tools B25D17/12} ; arrangements in connection with gas exhaust of propulsion units in vehicles B60K13/00, {on ships or other waterborne vessels B63H21/32, on aircraft B64D33/04; arrangement of exhaust or silencing apparatus on firearms F41A21/30; ground installations for reducing aircraft engine or jet noise B64F1/26; silencers specially adapted for steam engines F01B31/16; air-intake silencers for gas turbine or jet propulsion plants F02C7/045; jet pipe or nozzles for jet propulsion plants F02K} ; combustion-air intake silencers specially adapted for, or arranged on, internal-combustion engines F02M35/00; {combating noise or silencing in positive displacement machines or pumps F04B39/0027, in rotary-piston machines or pumps F04C29/06, in non-positive displacement pumps F04D29/66; means in valves for absorbing noise F16K47/02; noise absorbers in pipe system F16L55/02; conducting smoke or fumes from various locations to the outside F23J11/00; means for preventing or suppressing noise in air-conditioning or ventilation systems F24F13/24} ; protecting against, or damping, noise in general G10K11/16)",F,1,N
F01P,"COOLING OF MACHINES OR ENGINES IN GENERAL; COOLING OF INTERNAL-COMBUSTION ENGINES (arrangements in connection with cooling of propulsion units in vehicles B60K11/00; heat-transfer, heat-exchange or heat-storage materials C09K5/00; {cooling of gas-turbine engines F02C7/12}; heat exchange in general, radiators F28)",F,1,P
F02B,INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (gas-turbine plants F02C; hot-gas or combustion-product positive-displacement engine plants F02G),F,2,B
F02C,"GAS-TURBINE PLANTS; AIR INTAKES FOR JET-PROPULSION PLANTS; CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS (construction of turbines F01D; jet-propulsion plants F02K; construction of compressors or fans F04; gas-turbine combustion chambers F23R; using gas turbines in compression refrigeration plants F25B11/00; using gas-turbine plants in vehicles, see the relevant vehicle classes)",F,2,C
F02D,"CONTROLLING COMBUSTION ENGINES (vehicle fittings, acting on a single sub-unit only, for automatically controlling vehicle speed B60K31/00; conjoint control of vehicle sub-units of different type or different function, road vehicle drive control systems for purposes other than the control of a single sub-unit B60W)",F,2,D
F02F,"CYLINDERS, PISTONS OR CASINGS, FOR COMBUSTION ENGINES; ARRANGEMENTS OF SEALINGS IN COMBUSTION ENGINES",F,2,F
F02G,"HOT GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS (steam engine plants, special vapour plants, plants operating on either hot gas or combustion-product gases together with other fluid F01K; gas-turbine plants F02C; jet-propulsion plants F02K); USE OF WASTE HEAT OF COMBUSTION ENGINES; NOT OTHERWISE PROVIDED FOR",F,2,G
F02K,"JET-PROPULSION PLANTS (features of jet-propulsion plants common to gas-turbine plants, air intakes or fuel supply control of air-breathing jet-propulsion plants F02C7/00, F02C9/00)",F,2,K
F02M,SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF,F,2,M
F02N,"STARTING OF COMBUSTION ENGINES; STARTING AIDS FOR SUCH ENGINES, NOT OTHERWISE PROVIDED FOR",F,2,N
F02P,"IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES ({anti-pollution means for internal-combustion engines F02B17/00}; specially adapted for rotary-piston or oscillating-piston engines F02B53/12; {ignition of gas turbine plants F02C7/26; ignition of jet propulsion plants F02K9/95; starting of combustion engines F02N9/00}; ignition of combustion apparatus in general, glowing plugs F23Q; measuring of physical variables in general G01; controlling in general G05; data processing in general G06; electrical components in general see Section H; {ignition coils H01F38/12}; sparking plugs H01T13/00)",F,2,P
F03B,"MACHINES OR ENGINES FOR LIQUIDS (positive-displacement engines for liquid F03C; machines for liquids and gases F01; positive-displacement machines for liquids F04, rotary fluid gearing of the hydrokinetic type F16H41/00)",F,3,B
F03C,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS (positive- displacement engines for liquids and elastic fluids F01; positive- displacement machines for liquids F04; fluid-pressure actuators F15B; fluid gearing F16H),F,3,C
F03D,WIND MOTORS,F,3,D
F03G,"SPRING, WEIGHT, INERTIA OR LIKE MOTORS; MECHANICAL-POWER PRODUCING DEVICES OR MECHANISMS, NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR (arrangements in connection with power supply in vehicles from force of nature B60K16/00; electric propulsion with power supply in vehicles from force of nature B60L8/00)",F,3,G
F03H,"PRODUCING A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR (from combustion products F02K)",F,3,H
F04B,"POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS; PUMPS (machines for liquids, or pumps, of rotary-piston or oscillating-piston type F04C; non-positive-displacement pumps F04D; pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped F04F)",F,4,B
F04C,"ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS (engines F03C); ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT PUMPS",F,4,C
F04D,NON-POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M; ion pumps H01J41/12; electrodynamic pumps H02K44/02),F,4,D
F04F,"PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED {(evacuating by sorption F04B)}; SIPHONS {(conveying materials in bulk by flows of gas, liquid of foam B65G53/00)}",F,4,F
F05B,"INDEXING SCHEME RELATING TO WIND, SPRING, WEIGHT, INERTIA OR LIKE MOTORS, TO MACHINES OR ENGINES FOR LIQUIDS COVERED BY SUBCLASSES F03B, F03D AND F03G",F,5,B
F05C,"INDEXING SCHEME RELATING TO MATERIALS, MATERIAL PROPERTIES OR MATERIAL CHARACTERISTICS FOR MACHINES, ENGINES OR PUMPS OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES",F,5,C
F05D,"INDEXING SCHEME FOR ASPECTS RELATING TO NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, GAS-TURBINES OR JET-PROPULSION PLANTS",F,5,D
F15B,"SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS, e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS, NOT OTHERWISE PROVIDED FOR",F,15,B
F15C,"FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES (transducers F15B5/00, {F15B21/00}; fluid dynamics in general F15D; computer comprising fluid elements G06D, G06G; {electric control by means of electro-hydraulic or electro-pneumatic amplifiers G05B7/02})",F,15,C
F15D,"FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS ({nozzles, spray heads B05B; devices to decrease friction or resistance or to increase speed of ships B63B; ship rudders B63H25/38; influencing the flow or the viscosity of fluids with chemical additives C09K3/00, C10M; hydraulic engineering E02B}; fluid circuit elements F15C; {one-way check valves F16K15/00})",F,15,D
